标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
凤岗地铁，税费可谈，视野开阔无挡，楼层好，上车两房,西福蓝湾 ,朱村,近地铁 VR看装修 房本满五年 随时看房,38,一年前发布,2室2厅,70.44平米,北,毛坯,中楼层(共26层),2017年,板塔结合,670000.0,9512
金泽华庭 9字头单家 大3房 望花园 急出！！,金泽华庭 ,新塘南,VR房源 房本满五年,0,3个月以前发布,3室1厅,134.43平米,南北,精装,中楼层(共32层),2009年,塔楼,1230000.0,9150
顺欣花园，中高楼层，南向采光好,顺欣花园 ,新塘北,VR看装修 房本满五年 随时看房,1,3个月以前发布,3室1厅,110.15平米,南,精装,中楼层(共28层),,塔楼,1480000.0,13437
此房阳台望小区风景，后背靠山，视野广阔，采光好,万科春风十里 ,朱村,近地铁 VR房源 房本满两年 随时看房,2,3个月以前发布,4室2厅,101.98平米,南北,精装,低楼层(共34层),,塔楼,1000000.0,9806
楼层好，凤岗快线站，近地铁，户型方正,科慧花园 ,朱村,近地铁 VR看装修 房本满两年 随时看房,0,7个月以前发布,3室2厅,105.57平米,南,精装,高楼层(共32层),,塔楼,1360000.0,12883
锦绣新天地 4房 业主诚心出手,锦绣新天地 ,新塘南,VR看装修 房本满两年 随时看房,0,11个月以前发布,4室1厅,132平米,南,精装,中楼层(共11层),2007年,塔楼,1580000.0,11970
富雅名居 新塘地铁口 精装三房,富雅名居 ,新塘北,VR房源 房本满五年,6,一年前发布,3室1厅,90.16平米,东南,精装,高楼层(共9层),2005年,塔楼,720000.0,7986
锦绣新天地 116平方 三房二卫 高楼层 诚意放卖！,锦绣新天地 ,新塘南,VR看装修 房本满五年,0,3个月以前发布,3室2厅,115.89平米,北,精装,高楼层(共25层),2012年,塔楼,1240000.0,10700
碧桂园凤凰城凤盈苑 别墅 户型方正 看房方便,碧桂园凤凰城凤盈苑 ,凤凰城,VR房源,2,2个月以前发布,6室2厅,240.25平米,南,其他,1层,2002年,塔楼,6000000.0,24974
二期中层精装三房 保养好看花园位置安静,顺欣花园 ,新塘北,VR看装修 房本满五年 随时看房,3,7个月以前发布,3室2厅,98.65平米,北,精装,中楼层(共20层),,塔楼,1100000.0,11151
南向两房，看小区花园、视野开阔，采光充足，配套齐全,合汇学府名郡 ,白江,VR看装修 房本满两年 随时看房,3,一年前发布,2室1厅,81.73平米,东南,精装,高楼层(共32层),2018年,塔楼,1090000.0,13337
房子正南向，过五唯一，小区环境优美，,豪进山湖珺璟 ,白江,VR看装修 房本满五年,9,一年前发布,3室2厅,94.79平米,南北,简装,中楼层(共33层),2013年,塔楼,1450000.0,15297
科教城板块 保利中航城 复式南向三房两卫,保利中航城二期 ,朱村,近地铁 VR房源 房本满两年,1,一年前发布,3室2厅,96.28平米,南,其他,高楼层(共13层),2019年,板塔结合,1050000.0,10906
金泽华庭 9字头单家 大3房 望花园 急出！！,金泽华庭 ,新塘南,VR房源 房本满五年,0,3个月以前发布,3室1厅,134.43平米,南北,精装,中楼层(共32层),2009年,塔楼,1230000.0,9150
凤岗地铁，税费可谈，视野开阔无挡，楼层好，上车两房,西福蓝湾 ,朱村,近地铁 VR看装修 房本满五年 随时看房,38,一年前发布,2室2厅,70.44平米,北,毛坯,中楼层(共26层),2017年,板塔结合,670000.0,9512
区府城芯，丽江楼房地铁口专梯专户契税1.5%江景房，,创基丽江国际 ,增城区府,VR看装修 房本满五年 随时看房,1,8个月以前发布,3室2厅,130.27平米,南,精装,高楼层(共36层),2017年,塔楼,2290000.0,17579
低楼层，全新未住 上下楼梯方便 业主诚意卖房,广州万科城 ,永宁,VR看装修 随时看房,8,6个月以前发布,3室2厅,95.31平米,南,精装,低楼层(共34层),,板塔结合,850000.0,8919
广州敏捷绿湖首府 3室2厅 东北,广州敏捷绿湖首府 ,石滩镇,VR房源 随时看房,0,9个月以前发布,3室2厅,91.27平米,东北,精装,高楼层(共32层),2019年,塔楼,670000.0,7341
地铁口快线1站黄埔5站天河南向望花园边位安静隐私性好,保利中航城二期 ,朱村,近地铁 VR房源 房本满两年 随时看房,0,1个月以前发布,4室2厅,106.2平米,东南南,精装,低楼层(共13层),2019年,板塔结合,1320000.0,12430
南向望花园，厨房带天然气，民水民电,汇东国际花园 ,白江,近地铁 VR看装修 房本满五年,9,7个月以前发布,1室0厅,41.59平米,南,简装,中楼层(共26层),2011年,塔楼,423000.0,10171
东方名都 五房大平层 位置好 中高楼层 视野好,东方名都花园 ,白江,近地铁 VR房源 房本满五年 随时看房,34,一年前发布,5室1厅,204.03平米,南北,毛坯,30层,2013年,板楼,3450000.0,16910
金时花园2房，上车盘，首付低，月供低。,金时花园 ,荔城增江,VR看装修 房本满两年 随时看房,2,3个月以前发布,2室1厅,80.28平米,南,其他,高楼层(共18层),2017年,板塔结合,550000.0,6852
宏达北路 2室1厅 南,宏达北路 ,新塘南,VR看装修 房本满五年,0,1个月以前发布,2室1厅,73.87平米,南,简装,中楼层(共6层),,暂无数据,395000.0,5348
富雅都市华庭 3室2厅 北,富雅都市华庭 ,新塘北,VR看装修 房本满两年 随时看房,4,6个月以前发布,3室2厅,109.36平米,北,其他,低楼层(共11层),,塔楼,988000.0,9035
香滨高层望湖，视野开阔，保养好安静,金地香山湖 ,永宁,VR看装修 随时看房,2,2个月以前发布,3室2厅,99.84平米,东南,精装,中楼层(共32层),,暂无数据,930000.0,9315
中层南向！户型方正实用！大阳台江景！,保利东江首府 ,新塘南,VR看装修 房本满五年,0,15,3室2厅,120.36平米,南北,精装,中楼层(共32层),2012年,塔楼,1820000.0,15122
西福蓝湾好楼层两房，全新未入住，业主诚意出,西福蓝湾 ,朱村,近地铁 VR看装修 房本满五年 随时看房,0,1个月以前发布,2室1厅,69.98平米,北,其他,中楼层(共26层),2017年,塔楼,650000.0,9289
三大房含两大露台  拎包入住 配套成熟 智能小区,绿地珑玥府 ,荔城增江,VR看装修 房本满两年,0,3个月以前发布,4室2厅,115.18平米,南,精装,高楼层(共31层),,塔楼,1200000.0,10419
安静舒适两房，环境优美，有车位,碧桂园映象 ,福和镇,VR房源 房本满五年,3,9个月以前发布,2室1厅,73.52平米,南,其他,中楼层(共17层),2017年,塔楼,430000.0,5849
南北对流大四房，装修保养好，带2个车位，,碧桂园豪进左岸 ,石滩镇,VR看装修 房本满两年 随时看房,4,9个月以前发布,4室2厅,142.76平米,南,其他,低楼层(共21层),2018年,塔楼,1080000.0,7566
中高楼层，通风采光好，大型小区配套完善，交通便利,尚东阳光 ,沙村,近地铁 VR看装修 房本满五年 随时看房,0,1个月以前发布,3室1厅,107.76平米,南,精装,中楼层(共30层),2016年,塔楼,1600000.0,14848
恒大山水城南向2卫大3房  业主诚心放卖,恒大山水城 ,中新镇,VR看装修 房本满两年 随时看房,1,2个月以前发布,3室2厅,119.92平米,南,精装,低楼层(共18层),2008年,板塔结合,1000000.0,8339
楼层好，凤岗快线站，近地铁，户型方正,科慧花园 ,朱村,近地铁 VR看装修 房本满两年 随时看房,0,7个月以前发布,3室2厅,105.57平米,南,精装,高楼层(共32层),,塔楼,1360000.0,12883
顺欣花园，中高楼层，南向采光好,顺欣花园 ,新塘北,VR看装修 房本满五年 随时看房,1,3个月以前发布,3室1厅,110.15平米,南,精装,中楼层(共28层),,塔楼,1480000.0,13437
此房阳台望小区风景，后背靠山，视野广阔，采光好,万科春风十里 ,朱村,近地铁 VR房源 房本满两年 随时看房,2,3个月以前发布,4室2厅,101.98平米,南北,精装,低楼层(共34层),,塔楼,1000000.0,9806
金泽华庭，中层，过五唯一，格层方下，三房两厅,金泽华庭 ,新塘南,VR看装修 房本满五年,0,4个月以前发布,3室2厅,131.47平米,南北,简装,中楼层(共32层),2009年,塔楼,1350000.0,10269
此房满五唯一，金泽花园精装2房,金泽花园 ,新塘南,VR房源 房本满五年 随时看房,2,2个月以前发布,2室2厅,82.79平米,东南南,简装,中楼层(共14层),2004年,塔楼,670000.0,8093
景观很漂亮，看森林公园的山景，户型方正,恒大山水城 ,中新镇,VR房源 房本满五年 随时看房,3,一年前发布,2室1厅,74.98平米,西北,精装,高楼层(共18层),2008年,板塔结合,690000.0,9203
合汇学府名郡 2室1厅 东南 南,合汇学府名郡 ,白江,VR看装修 房本满两年,0,13,2室1厅,81.73平米,东南南,精装,低楼层(共32层),2018年,板塔结合,1000000.0,12236
24小时小区管理，安全可靠，人性化的内设配套,绿地珑玥府 ,荔城增江,VR看装修 房本满五年 随时看房,0,3个月以前发布,4室2厅,128平米,东南南,精装,中楼层(共18层),,暂无数据,1450000.0,11329
碧桂园映象精装两房，户型方正，采光通风好，生活便利,碧桂园映象 ,福和镇,VR看装修 房本满五年 随时看房,22,5个月以前发布,2室1厅,73.52平米,北,精装,中楼层(共17层),2017年,塔楼,429000.0,5836
大润发旁 新塘CBD位置 好出租 高亚太富丽园,亚太新城富丽园 ,新塘北,近地铁 VR房源 房本满五年,24,6个月以前发布,1室1厅,51.83平米,南,精装,高楼层(共7层),2003年,塔楼,430000.0,8297
碧桂园中新首府 2室2厅 南 北,碧桂园中新首府 ,福和镇,VR房源 房本满五年,0,15,2室2厅,84.44平米,南北,精装,低楼层(共21层),2016年,塔楼,520000.0,6159
过五年，户型方正，采光充足，精装修,锦绣新天地 ,新塘南,VR房源 房本满五年 随时看房,0,25,2室1厅,81.31平米,南,精装,中楼层(共15层),2011年,塔楼,900000.0,11069
锦绣新天地 三房 东南向 安静望花园 近出口！,锦绣新天地 ,新塘南,VR房源 房本满五年 随时看房,0,2个月以前发布,3室1厅,91.05平米,东南,简装,中楼层(共16层),2009年,塔楼,910000.0,9995
近地铁，高楼层全新未住，业主急卖,中新紫荆府 ,中新镇,近地铁 VR看装修 随时看房,1,2个月以前发布,2室1厅,74.53平米,东南,其他,高楼层(共32层),,板塔结合,660000.0,8856
保利中航城花园一期 3室1厅 北,保利中航城花园一期 ,朱村,近地铁 VR看装修 房本满五年,1,21,3室1厅,82.21平米,北,精装,高楼层(共27层),2018年,塔楼,880000.0,10705
大盘别墅洋房，公立暨大附，园林优美,叠溪花园 ,朱村,VR看装修 房本满两年 随时看房,9,一年前发布,3室2厅,104.78平米,南,精装,高楼层(共33层),2018年,塔楼,760000.0,7254
精装房，中层楼层，视野开阔。光线充沛，南向，空间大,锦绣御景国际四期 ,荔城西区,VR看装修 房本满五年 随时看房,0,24,3室2厅,117.99平米,南,其他,低楼层(共32层),2015年,塔楼,1530000.0,12968
户型方正 视野开阔 安静优雅 业主诚意出*,碧桂园豪进广场 ,白江,近地铁 VR看装修 房本满五年 随时看房,86,一年前发布,3室2厅,118.13平米,东南南北,毛坯,低楼层(共33层),2016年,塔楼,1780000.0,15069
锦绣新天地 南向两房 望小区花园 比较安静,锦绣新天地 ,新塘南,VR房源 房本满五年,1,一年前发布,2室1厅,84.47平米,南,其他,低楼层(共16层),2009年,塔楼,838000.0,9921
楼层好 视野宽阔 实用三房望园林,合景誉山国际三区 ,永宁,VR看装修 房本满五年,1,一年前发布,3室2厅,91.28平米,北,精装,高楼层(共25层),2016年,塔楼,788000.0,8633
二梯四户，南向三房，无抵押，交易快捷,新都盛世名门 ,白江,近地铁 VR房源 随时看房,6,2个月以前发布,3室2厅,91平米,南,其他,低楼层(共29层),2012年,塔楼,1260000.0,13847
白江地铁口一梯两户没有分滩的三房,水电二局宿舍 ,白江,VR看装修 房本满两年,1,一年前发布,3室1厅,67.33平米,南,精装,中楼层(共6层),2000年,板楼,720000.0,10694
满五唯一 南北对流三房 精装修 中低楼层 诚心放卖,海伦春天 ,永宁,VR看装修 房本满五年 随时看房,0,9个月以前发布,3室1厅,130.38平米,南北,简装,低楼层(共24层),2012年,塔楼,1150000.0,8821
此房满五唯一，业主诚心出。四房三卫，精心装饰。,碧桂园城市花园花岸苑 ,朱村,近地铁 VR房源 房本满五年 随时看房,2,2个月以前发布,4室2厅,197.29平米,南,精装,低楼层(共25层),2016年,板塔结合,2250000.0,11405
带全屋全新家电  带精装3房 楼层好 采光足,恒大山水郡 ,中新镇,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,98.97平米,东南,精装,中楼层(共26层),2018年,塔楼,780000.0,7882
凤晴东向，小户型，装修保养好，温馨小户型。,碧桂园凤凰城凤晴苑 ,凤凰城,VR看装修 房本满五年 随时看房,2,9个月以前发布,1室1厅,52.85平米,东,精装,中楼层(共28层),2014年,塔楼,500000.0,9461
满5年边位有惊喜，独享两家天台。精装保养好,金地荔湖城公园上城 ,永宁,VR房源 房本满五年 随时看房,5,一年前发布,4室2厅,150.69平米,南,其他,高楼层(共4层),,板楼,1600000.0,10618
挂绿湖 3房2卫南北对流 全新满5年唯一 免费带2车位,碧桂园豪园挂绿湖 ,增城碧桂园,VR看装修 房本满五年 随时看房,0,28,3室2厅,124.85平米,东,其他,中楼层(共28层),2018年,塔楼,1280000.0,10253
近地铁，采光好，税费少，位置安静，带车位。,恒大山水城 ,中新镇,VR看装修 房本满两年,1,7个月以前发布,3室2厅,119.97平米,东南,精装,中楼层(共18层),2008年,板塔结合,1250000.0,10420
凤岗地铁口 精装修 全新未住 近地铁 业主诚心出,碧桂园城市花园花岸苑 ,朱村,近地铁 VR房源 房本满五年 随时看房,2,一年前发布,3室2厅,97.67平米,南,精装,低楼层(共25层),2016年,板塔结合,950000.0,9727
金地香山湖 3房2卫  首付低 税费低 看花园,金地香山湖 ,永宁,VR看装修 房本满两年 随时看房,5,一年前发布,3室2厅,99.77平米,西南,毛坯,低楼层(共33层),2018年,塔楼,670000.0,6716
荔城碧桂园 大三房 南向 中高层 光线充足 有车位,荔城碧桂园 ,荔城西区,VR房源 房本满五年 随时看房,5,一年前发布,3室1厅,108.36平米,南,精装,中楼层(共6层),,板楼,1050000.0,9690
业主诚意出手，欢迎带看。楼层采光都挺好,保利立方花园 ,永宁,VR房源 房本满两年 随时看房,5,一年前发布,4室1厅,90.67平米,北,精装,中楼层(共17层),2019年,塔楼,1000000.0,11030
双地铁白江300米 新都盛世名门 精装中高 层,新都盛世名门 ,白江,近地铁 VR房源 房本满五年 随时看房,1,5个月以前发布,2室1厅,87.09平米,南,精装,中楼层(共11层),2007年,塔楼,1200000.0,13779
豪园 荔山苑 东边位4房2卫 南北对流 免费带2车位,碧桂园豪园荔山苑 ,增城碧桂园,VR房源 房本满五年,0,8,4室2厅,142.43平米,南,其他,高楼层(共24层),2018年,塔楼,1600000.0,11234
金地荔湖城水立坊高层复式，保养好,金地荔湖城水立坊 ,永宁,VR房源 房本满五年 随时看房,0,一年前发布,5室2厅,226.4平米,东南,精装,中楼层(共33层),,塔楼,2000000.0,8834
户型方正在实用，阳台看小区园景,叠溪花园 ,朱村,VR看装修 房本满两年 随时看房,30,10个月以前发布,3室2厅,75平米,北,精装,中楼层(共33层),2018年,塔楼,590000.0,7867
交通便利，高楼层，视野开阔，采光充足,华润置地公园上城 ,沙村,近地铁 VR看装修,1,1个月以前发布,3室1厅,75.6平米,西北,精装,高楼层(共33层),,塔楼,1450000.0,19180
视野宽阔 无遮挡 楼间距宽 装修保养新,新塘新世界花园万象苑 ,沙村,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,2室2厅,86.4平米,北,简装,高楼层(共18层),2014年,塔楼,1228000.0,14213
亚太新城富群苑 2室1厅 北,亚太新城富群苑 ,新塘北,VR房源 房本满五年,8,3个月以前发布,2室1厅,67.7平米,北,简装,低楼层(共7层),2009年,塔楼,600000.0,8863
东方名都 中高层 视野开阔 无遮挡 安静舒适户型,东方名都花园 ,白江,近地铁 VR看装修 房本满五年 随时看房,15,一年前发布,3室2厅,123.17平米,南北,精装,23层,2012年,塔楼,1560000.0,12666
业主急卖 新塘地铁口精装两房两卫,亚太新城亚太银座一期 ,新塘北,近地铁 VR房源 房本满五年 随时看房,6,5个月以前发布,2室1厅,88.57平米,北,精装,中楼层(共17层),,板楼,1090000.0,12307
新都盛世名门宏城汇 3室2厅 南,新都盛世名门宏城汇 ,白江,近地铁 VR看装修 房本满五年,0,1个月以前发布,3室2厅,92.63平米,南,精装,高楼层(共22层),2012年,板楼,1138000.0,12286
精装 南向四房 全新未入住 楼层好,御溪世家 ,中新镇,近地铁 VR看装修 随时看房,0,2个月以前发布,4室2厅,111.83平米,东南,其他,低楼层(共33层),,塔楼,2050000.0,18332
蔷薇国际大四房，中间位置，看园林，智能化小区,实地蔷薇国际 ,荔城西区,VR看装修 房本满两年 随时看房,1,5个月以前发布,4室1厅,127.49平米,南北,精装,低楼层(共31层),2020年,板楼,1300000.0,10197
实地蔷薇大四房，园林优美，执信旁，视野开豁,实地蔷薇国际 ,荔城西区,VR房源 房本满两年 随时看房,2,2个月以前发布,4室1厅,117.58平米,南北,精装,低楼层(共32层),,板楼,1160000.0,9866
满五唯一精装两房，可拎包入住， 高楼层，采光通风好,金泽豪庭一期 ,白江,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,2室2厅,81.82平米,北,精装,中楼层(共27层),2009年,塔楼,980000.0,11978
近地铁高速口，交通便利，小区园林绿化好,荔富湖畔 ,朱村,近地铁 VR看装修 房本满五年,2,5个月以前发布,4室2厅,132平米,南,其他,高楼层(共32层),2017年,塔楼,1230000.0,9319
满五唯一 采光优良无遮挡 保养好 出行便利,新塘新世界花园嘉华苑 ,沙村,近地铁 VR房源 房本满五年 随时看房,5,4个月以前发布,2室1厅,74.51平米,南,简装,中楼层(共5层),,塔楼,830000.0,11140
盛世名门 世泽轩 南向小面积三房,新都盛世名门 ,白江,近地铁 VR看装修 房本满五年 随时看房,5,2个月以前发布,3室2厅,89.83平米,南,简装,低楼层(共12层),2012年,板楼,1360000.0,15140
桃源里 单边位别墅 视野宽阔， 采光充足，实用高,万科桃源里 ,派潭镇,VR房源,0,19,5室2厅,89.67平米,南,精装,低楼层(共1层),,塔楼,1900000.0,21189
碧桂园荔园 3室2厅 东,碧桂园荔园 ,荔城增江,VR看装修 房本满五年,0,26,3室2厅,110.86平米,东,精装,低楼层(共6层),,板楼,910000.0,8209
南向精装 生活便利成本低 交通方便,力诚凯怡湾 ,新塘南,VR看装修 房本满五年,0,4个月以前发布,3室2厅,86.32平米,南,其他,31层,2013年,板楼,890000.0,10311
增城保利央企物业 南向4房 拧包入住 好楼层 视野好,保利立方花园 ,永宁,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,87.34平米,南,精装,中楼层(共19层),2019年,塔楼,990000.0,11336
逸珑湾全新未入住南向三房两厅 户型实用采光通风好,东江逸珑湾 ,新塘南,VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,130.55平米,南,精装,低楼层(共31层),,塔楼,1870000.0,14325
8.4米长的阳台，东南向视野景观好单边位，四房+喝茶室,新都盛世名门 ,白江,近地铁 VR房源 房本满五年 随时看房,0,1个月以前发布,4室2厅,147.3平米,东南,精装,高楼层(共29层),2012年,塔楼,2160000.0,14664
黄埔旁  海伦堡花园   南向电梯三房  视野开阔,海伦堡花园 ,沙村,VR看装修 房本满五年 随时看房,1,9个月以前发布,3室2厅,91.54平米,南,精装,高楼层(共18层),2012年,塔楼,980000.0,10706
保利东江首府 一线江景三房两卫 全屋定制精装修,保利东江首府 ,新塘南,VR看装修 房本满五年,0,27,3室2厅,117.96平米,南,精装,高楼层(共32层),2016年,塔楼,2200000.0,18651
成熟社区望别墅精心保养温馨刚需三房,合景誉山国际三区 ,永宁,VR看装修 房本满两年 随时看房,0,19,3室2厅,89.32平米,北,精装,低楼层(共28层),2014年,塔楼,860000.0,9629
誉山尚林大四房，中高楼层 ，景观好，丰富底商,合景誉山国际三区 ,永宁,VR看装修 随时看房,0,20,4室2厅,137.84平米,南,其他,中楼层(共28层),2015年,塔楼,1320000.0,9577
此房满二，楼龄新，格局无变动，采光通风佳，看花园,奥园誉峯 ,永宁,VR房源 房本满两年,0,3个月以前发布,3室1厅,84.22平米,北,精装,低楼层(共25层),2019年,塔楼,770000.0,9143
时代倾城5房户型，三期南向高层！,时代倾城(增城区) ,荔城增江,VR看装修 房本满五年 随时看房,1,2个月以前发布,4室2厅,121平米,南,其他,高楼层(共31层),2011年,塔楼,1090000.0,9009
盛世名门精装两房可拎包入住看房问古校长,新都盛世名门 ,白江,近地铁 VR房源 房本满五年,0,15,2室1厅,87.3平米,南,精装,低楼层(共11层),2012年,塔楼,1280000.0,14663
金地公园上城南向二梯二户全新毛坯大三房,金地荔湖城公园上城 ,永宁,VR看装修 房本满五年 随时看房,6,一年前发布,3室2厅,126.23平米,东南,毛坯,高楼层(共17层),板楼,,790000.0,6259
近地铁，户型方正，层高4.5米，采光通风好,新塘新世界花园嘉怡苑 ,沙村,近地铁 VR看装修 房本满五年 随时看房,5,一年前发布,3室2厅,105.95平米,北,精装,高楼层(共6层),塔楼,2000年,1090000.0,10288
业主急卖 新塘地铁口精装两房两卫,亚太新城亚太银座一期 ,新塘北,近地铁 VR房源 房本满五年 随时看房,6,5个月以前发布,2室1厅,88.57平米,北,精装,中楼层(共17层),板楼,,1090000.0,12307
精装 南向四房 全新未入住 楼层好,御溪世家 ,中新镇,近地铁 VR看装修 随时看房,0,2个月以前发布,4室2厅,111.83平米,东南,其他,低楼层(共33层),塔楼,,2050000.0,18332
新都盛世名门宏城汇 3室2厅 南,新都盛世名门宏城汇 ,白江,近地铁 VR看装修 房本满五年,0,1个月以前发布,3室2厅,92.63平米,南,精装,高楼层(共22层),板楼,2012年,1138000.0,12286
房子好楼层，户型方正，对流通风。,汇东国际花园 ,白江,VR看装修 房本满五年 随时看房,4,2个月以前发布,2室1厅,76.94平米,东南西北,精装,中楼层(共17层),塔楼,2012年,860000.0,11178
新景豪庭，南向大2房，采光好，满五年唯一，税费少,新景豪庭 ,白江,近地铁 VR房源 房本满五年,1,27,2室1厅,79.06平米,南,其他,低楼层(共14层),塔楼,2016年,880000.0,11131
新收汇美两居室视野开阔。广大范围,汇美体育花园 ,新塘北,VR看装修 房本满五年,1,22,2室2厅,85平米,北,精装,中楼层(共23层),塔楼,2007年,730000.0,8589
精美装修4房，南向高层，视野好，安静舒适，配套成熟,东方名都花园 ,白江,近地铁 VR看装修 房本满两年 随时看房,2,5个月以前发布,4室2厅,140平米,南,其他,28层,塔楼,,2730000.0,19500
水电二局三房 大小区 新塘大润发,水电二局宿舍 ,白江,近地铁 VR看装修 房本满五年 随时看房,0,3个月以前发布,3室1厅,69平米,南,简装,高楼层(共6层),板楼,,690000.0,10000
